"PUF_ID","sample","fpl","SWB_1","SWB_2","SWB_3","FWBscore","FSscore","KHscore"
9768,"General population","200%+ FPL","5","5","5","51","49",-0.57
9535,"General population","200%+ FPL","6","6","6","56","54",0.712
8811,"Age 62+ oversample","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","95","85",0.712
9769,"Age 62+ oversample","100%-199% FPL","5","4","5","45","45",-1.215
10428,"General population","200%+ FPL","5","5","7 Strongly agree","55","50",0.712
10429,"General population","<100% FPL","3","3","3","37","40",-0.57
14237,"General population","200%+ FPL","6","6","7 Strongly agree","40","36",0.242
8588,"General population","200%+ FPL","6","6","4","65","55",1.267
11876,"General population","100%-199% FPL","3","4","5","49","58",-1.215
12379,"Age 62+ oversample","200%+ FPL","6","6","6","53","49",0.242
11663,"General population","200%+ FPL","5","6","6","61","55",-0.57
13269,"General population","200%+ FPL","6","6","6","64","39",1.267
8392,"General population","<100% FPL","6","6","6","59","46",-0.188
7894,"General population","200%+ FPL","4","5","7 Strongly agree","62","49",0.712
10823,"General population","200%+ FPL","5","6","5","54","47",0.712
9279,"General population","200%+ FPL","6","6","6","47","42",-0.909
13711,"Age 62+ oversample","100%-199% FPL","7 Strongly agree","7 Strongly agree","1 Strongly disagree","74","46",0.712
12722,"General population","200%+ FPL","6","6","7 Strongly agree","64","70",0.242
10623,"Age 62+ oversample","200%+ FPL","6","5","5","78","58",1.267
9536,"General population","200%+ FPL","4","4","4","49","42",-0.909
11759,"General population","<100% FPL","4","4","4","49","38",0.242
12537,"General population","200%+ FPL","6","6","7 Strongly agree","54","52",-0.57
8393,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","78","85",-0.57
9537,"General population","200%+ FPL","6","6","6","64","55",-0.188
12325,"Age 62+ oversample","100%-199% FPL","5","6","5","51","54",0.712
10977,"General population","<100% FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","53","79",-1.713
11420,"General population","<100% FPL","5","4","4","49","34",-0.909
9538,"Age 62+ oversample","200%+ FPL","6","4","4","54","54",-0.57
9539,"General population","200%+ FPL","6","4","4","28","54",0.712
12538,"General population","100%-199% FPL","6","6","6","75","53",-0.909
7774,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","59","54",-0.57
9540,"Age 62+ oversample","200%+ FPL","6","6","5","81","63",1.267
8812,"General population","200%+ FPL","6","6","6","56","51",-0.188
7286,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","60","60",-0.188
13449,"Age 62+ oversample","100%-199% FPL","6","Refused","Refused","59","50",-0.57
10430,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","6","48","52",-1.215
9038,"General population","200%+ FPL","5","5","6","52","45",0.712
8813,"General population","200%+ FPL","6","7 Strongly agree","7 Strongly agree","52","60",-0.188
12611,"Age 62+ oversample","200%+ FPL","6","3","2","66","50",1.267
13090,"General population","200%+ FPL","6","6","5","72","52",0.712
11421,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","85","66",-0.57
10234,"General population","200%+ FPL","6","5","6","53","51",0.712
9280,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","76","78",-0.188
8394,"General population","100%-199% FPL","6","6","6","70","48",-0.909
8395,"General population","<100% FPL","3","7 Strongly agree","7 Strongly agree","34","43",-1.485
11275,"Age 62+ oversample","<100% FPL","6","6","6","54","43",-0.57
8396,"General population","200%+ FPL","6","7 Strongly agree","7 Strongly agree","75","79",0.712
8589,"General population","200%+ FPL","4","3","3","33","56",0.242
10624,"General population","200%+ FPL","6","6","6","68","49",0.712
8397,"General population","200%+ FPL","6","6","6","57","48",0.712
12908,"General population","200%+ FPL","2","2","2","78","61",0.712
9039,"General population","200%+ FPL","4","3","3","30","38",0.242
8814,"General population","200%+ FPL","5","6","6","43","53",0.242
7444,"General population","<100% FPL","7 Strongly agree","6","5","38","60",-1.485
9770,"General population","200%+ FPL","3","6","7 Strongly agree","40","58",0.242
14001,"General population","<100% FPL","6","6","6","58","44",-1.485
12444,"General population","200%+ FPL","7 Strongly agree","6","7 Strongly agree","51","47",0.242
11965,"General population","200%+ FPL","6","6","5","60","39",1.267
8049,"General population","200%+ FPL","4","5","7 Strongly agree","51","52",-0.188
12445,"General population","200%+ FPL","6","6","6","47","41",-0.188
13058,"Age 62+ oversample","<100% FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","51","54",-0.188
9281,"General population","200%+ FPL","4","4","4","58","44",0.242
10625,"General population","200%+ FPL","4","4","4","46","38",0.242
13388,"General population","100%-199% FPL","4","3","3","41","34",-0.909
9040,"General population","200%+ FPL","7 Strongly agree","5","5","56","61",0.242
9771,"General population","200%+ FPL","6","7 Strongly agree","7 Strongly agree","59","63",-0.57
8590,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","53","41",-0.57
11276,"General population","200%+ FPL","6","6","5","80","75",1.267
8591,"General population","200%+ FPL","4","4","4","49","34",-1.485
10824,"General population","200%+ FPL","6","5","6","58","57",0.242
11760,"Age 62+ oversample","<100% FPL","4","4","4","33","47",-0.57
8398,"General population","200%+ FPL","5","5","6","48","38",-0.188
12875,"General population","200%+ FPL","5","6","6","64","59",0.242
12048,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","61","74",0.242
7445,"General population","100%-199% FPL","5","5","5","43","36",-1.485
12192,"General population","200%+ FPL","4","3","4","48","36",1.267
11966,"General population","100%-199% FPL","5","7 Strongly agree","7 Strongly agree","45","41",-0.57
12193,"General population","200%+ FPL","6","6","7 Strongly agree","43","54",0.242
9541,"General population","200%+ FPL","6","6","6","53","44",0.242
13150,"General population","200%+ FPL","6","6","7 Strongly agree","52","48",-0.188
11551,"General population","<100% FPL","4","4","4","40","32",-0.909
12194,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","69","82",1.267
8197,"General population","200%+ FPL","4","4","5","45","45",0.712
13070,"General population","200%+ FPL","4","4","5","39","31",0.712
12723,"Age 62+ oversample","200%+ FPL","6","5","6","38","82",0.242
11761,"General population","200%+ FPL","5","6","7 Strongly agree","57","60",-0.188
9041,"General population","100%-199% FPL","6","5","6","63","65",0.242
12124,"General population","200%+ FPL","6","6","6","76","56",0.712
13763,"Age 62+ oversample","200%+ FPL","5","4","3","55","29",0.712
12574,"General population","200%+ FPL","6","6","6","74","49",-0.188
11552,"General population","200%+ FPL","5","5","5","71","59",-0.188
11422,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","54","44",0.242
14229,"General population","100%-199% FPL","6","5","4","58","49",-0.57
7776,"General population","200%+ FPL","6","6","6","70","72",1.267
9542,"General population","<100% FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","48","42",-1.485
9282,"General population","200%+ FPL","6","5","4","43","45",0.712
8592,"General population","200%+ FPL","6","6","7 Strongly agree","57","49",-0.188
12485,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","84","65",0.242
10626,"General population","200%+ FPL","5","4","4","52","57",0.712
13031,"General population","100%-199% FPL","6","7 Strongly agree","7 Strongly agree","54","60",-0.909
11762,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","65","49",-0.57
8399,"General population","200%+ FPL","6","6","7 Strongly agree","66","37",-1.215
10627,"Age 62+ oversample","200%+ FPL","6","6","6","85","61",-0.57
13682,"General population","200%+ FPL","5","3","4","69","54",1.267
7287,"General population","200%+ FPL","5","7 Strongly agree","7 Strongly agree","42","45",-0.909
12380,"Age 62+ oversample","200%+ FPL","5","3","1 Strongly disagree","58","59",0.242
12326,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","67","76",1.267
8593,"General population","200%+ FPL","1 Strongly disagree","1 Strongly disagree","7 Strongly agree","59","16",1.267
8594,"General population","200%+ FPL","3","5","7 Strongly agree","34","14",-0.57
7896,"General population","100%-199% FPL","6","7 Strongly agree","7 Strongly agree","56","52",-1.215
8815,"General population","100%-199% FPL","4","4","4","40","37",0.242
10235,"General population","100%-199% FPL","4","4","7 Strongly agree","51","55",0.242
12446,"General population","200%+ FPL","4","1 Strongly disagree","1 Strongly disagree","34","30",-1.215
8595,"General population","200%+ FPL","5","5","3","49","36",-0.188
7777,"General population","200%+ FPL","2","2","3","17","41",-0.909
13606,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","86","69",1.267
8050,"General population","200%+ FPL","2","1 Strongly disagree","2","50","56",-0.188
9997,"General population","100%-199% FPL","5","5","5","49","54",0.712
12260,"General population","200%+ FPL","6","6","4","62","49",-0.188
9772,"General population","200%+ FPL","5","5","4","47","46",0.712
9283,"General population","100%-199% FPL","4","5","4","69","41",-0.188
10431,"General population","200%+ FPL","5","5","6","67","45",0.242
13579,"General population","200%+ FPL","6","6","5","54","49",-0.57
11553,"General population","200%+ FPL","5","5","5","49","47",-1.713
11554,"General population","200%+ FPL","6","5","7 Strongly agree","66","51",0.712
13228,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","86","63",0.712
7446,"General population","200%+ FPL","6","7 Strongly agree","6","62","45",-1.485
13667,"General population","200%+ FPL","7 Strongly agree","6","6","46","40",0.712
12613,"General population","100%-199% FPL","6","6","7 Strongly agree","51","48",-1.215
9042,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","73","68",1.267
11664,"General population","100%-199% FPL","4","5","5","47","28",0.712
7447,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","84","59",-0.57
11877,"General population","<100% FPL","5","6","5","45","49",-0.188
9043,"Age 62+ oversample","200%+ FPL","7 Strongly agree","7 Strongly agree","5","81","59",0.242
9044,"General population","200%+ FPL","6","6","7 Strongly agree","63","47",-0.188
13151,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","73","62",-0.57
9543,"General population","100%-199% FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","75","85",-1.713
13683,"General population","<100% FPL","3","4","7 Strongly agree","53","60",-0.909
8816,"General population","200%+ FPL","5","5","5","22","42",1.267
10432,"General population","200%+ FPL","6","6","6","65","59",0.242
11763,"General population","200%+ FPL","5","5","6","62","57",0.712
11555,"General population","<100% FPL","5","5","6","45","34",0.242
10433,"Age 62+ oversample","200%+ FPL","6","5","5","60","56",0.242
9045,"General population","200%+ FPL","6","7 Strongly agree","6","68","54",0.712
10826,"General population","200%+ FPL","5","4","4","52","39",-0.909
8400,"General population","200%+ FPL","6","6","6","78","59",1.267
11764,"Age 62+ oversample","200%+ FPL","6","4","5","67","51",1.267
10434,"General population","200%+ FPL","6","6","6","58","57",1.267
9544,"General population","200%+ FPL","6","6","5","52","58",1.267
9773,"General population","200%+ FPL","5","5","5","47","43",-0.57
11765,"Age 62+ oversample","100%-199% FPL","3","5","4","46","37",0.242
9284,"General population","200%+ FPL","7 Strongly agree","5","5","47","37",0.712
8401,"General population","100%-199% FPL","7 Strongly agree","6","7 Strongly agree","72","45",-1.713
10236,"General population","200%+ FPL","5","6","5","69","60",-0.188
9998,"Age 62+ oversample","200%+ FPL","6","5","5","95","64",1.267
14228,"General population","200%+ FPL","6","6","6","59","46",-0.909
11141,"Age 62+ oversample","100%-199% FPL","6","5","6","65","45",-0.188
10978,"General population","<100% FPL","7 Strongly agree","6","7 Strongly agree","60","56",-1.9
9999,"General population","200%+ FPL","6","7 Strongly agree","6","67","65",1.267
9774,"General population","200%+ FPL","5","5","5","72","53",0.242
9775,"General population","200%+ FPL","3","3","3","67","51",1.267
13540,"General population","<100% FPL","1 Strongly disagree","2","4","22","58",-0.57
12261,"General population","<100% FPL","1 Strongly disagree","1 Strongly disagree","1 Strongly disagree","27","39",-1.713
14256,"General population","200%+ FPL","6","7 Strongly agree","7 Strongly agree","55","29",0.242
12994,"General population","200%+ FPL","3","5","5","43","42",-0.188
12195,"General population","100%-199% FPL","6","6","6","54","57",0.712
12876,"General population","100%-199% FPL","2","3","4","27","38",-0.57
10000,"General population","100%-199% FPL","4","5","4","33","43",0.712
9776,"Age 62+ oversample","200%+ FPL","6","6","6","55","49",-0.188
13552,"General population","<100% FPL","3","4","4","47","39",-0.909
11142,"General population","100%-199% FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","53","58",-0.57
10628,"Age 62+ oversample","100%-199% FPL","5","5","3","63","45",-0.188
12447,"General population","100%-199% FPL","4","6","3","38","57",0.712
12651,"General population","200%+ FPL","3","4","3","54","40",0.242
10237,"General population","200%+ FPL","6","6","5","59","55",0.242
11766,"Age 62+ oversample","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","95","85",0.242
12049,"General population","200%+ FPL","6","3","2","51","43",0.242
7448,"General population","100%-199% FPL","7 Strongly agree","6","6","39","42",-1.9
8402,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","56","76",0.242
8596,"General population","200%+ FPL","3","3","5","42","35",-0.57
9777,"General population","200%+ FPL","6","5","5","49","42",0.242
12965,"General population","200%+ FPL","3","3","5","53","42",0.242
10435,"General population","200%+ FPL","7 Strongly agree","6","5","86","70",1.267
12652,"General population","200%+ FPL","5","6","5","62","67",0.712
12762,"General population","100%-199% FPL","5","7 Strongly agree","7 Strongly agree","42","66",-1.215
11878,"General population","200%+ FPL","5","4","5","76","42",-0.909
11143,"General population","200%+ FPL","5","6","7 Strongly agree","65","55",0.712
9545,"General population","<100% FPL","3","3","5","50","36",-0.57
11967,"Age 62+ oversample","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","46","51",-0.909
13302,"General population","100%-199% FPL","4","5","6","44","54",-1.485
14233,"General population","100%-199% FPL","5","5","5","51","43",-0.909
12448,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","6","82","53",0.712
11665,"General population","200%+ FPL","5","4","4","78","52",1.267
11423,"Age 62+ oversample","200%+ FPL","5","4","6","62","43",1.267
10629,"Age 62+ oversample","200%+ FPL","6","5","6","55","56",1.267
12262,"General population","200%+ FPL","5","3","6","58","35",0.242
14234,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","51","71",-0.57
13013,"General population","200%+ FPL","3","5","6","66","50",0.242
11556,"General population","200%+ FPL","4","3","2","57","37",0.712
10979,"General population","200%+ FPL","2","2","2","63","49",1.267
9285,"General population","100%-199% FPL","5","5","6","48","40",-0.57
12724,"General population","200%+ FPL","7 Strongly agree","6","7 Strongly agree","64","57",0.242
9286,"General population","200%+ FPL","6","6","6","58","58",0.712
10001,"General population","200%+ FPL","6","7 Strongly agree","7 Strongly agree","63","59",1.267
13280,"General population","200%+ FPL","5","6","6","57","53",0.712
7338,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","47","56",-1.215
9046,"General population","200%+ FPL","5","5","5","43","53",-0.57
9546,"General population","200%+ FPL","4","5","6","63","64",-0.188
10436,"General population","100%-199% FPL","5","5","6","48","50",-0.57
7897,"General population","200%+ FPL","3","4","4","36","39",-0.188
12381,"General population","100%-199% FPL","3","5","4","38","39",0.242
10630,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","52","44",-0.57
11424,"General population","200%+ FPL","5","5","5","59","51",-0.188
10437,"General population","200%+ FPL","7 Strongly agree","6","6","58","56",0.242
9287,"General population","200%+ FPL","6","7 Strongly agree","7 Strongly agree","74","56",1.267
8403,"General population","200%+ FPL","6","7 Strongly agree","7 Strongly agree","73","72",1.267
8817,"General population","200%+ FPL","4","4","6","48","37",-0.57
12486,"General population","200%+ FPL","4","5","5","50","37",-0.188
12877,"General population","200%+ FPL","5","7 Strongly agree","6","57","50",0.242
13584,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","58","55",-0.188
12263,"Age 62+ oversample","200%+ FPL","6","6","4","58","51",-0.188
11277,"Age 62+ oversample","100%-199% FPL","2","2","3","29","42",0.242
10002,"General population","200%+ FPL","4","3","6","44","43",0.712
12382,"General population","200%+ FPL","6","6","7 Strongly agree","74","57",-0.909
8818,"General population","<100% FPL","6","5","5","52","41",-1.485
11278,"General population","200%+ FPL","5","5","6","58","46",0.242
9047,"General population","100%-199% FPL","4","2","5","24","34",-0.57
9778,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","95","63",0.712
9779,"General population","200%+ FPL","4","5","6","43","51",0.712
10438,"General population","200%+ FPL","6","6","5","44","46",-0.188
7898,"General population","200%+ FPL","4","5","3","29","48",-0.57
9780,"General population","200%+ FPL","6","6","6","85","60",0.242
7899,"Age 62+ oversample","200%+ FPL","5","6","6","52","38",0.242
8198,"General population","200%+ FPL","2","3","6","48","41",-0.57
9547,"General population","100%-199% FPL","7 Strongly agree","7 Strongly agree","6","66","49",0.242
10439,"General population","200%+ FPL","4","4","6","68","65",1.267
12264,"General population","<100% FPL","6","6","6","53","42",-0.57
8597,"General population","200%+ FPL","5","5","5","50","37",-0.188
9548,"General population","200%+ FPL","6","6","6","69","55",0.712
12196,"General population","200%+ FPL","5","7 Strongly agree","6","59","44",1.267
13490,"General population","100%-199% FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","72","67",-1.485
7900,"General population","200%+ FPL","6","6","7 Strongly agree","61","56",0.712
10238,"Age 62+ oversample","200%+ FPL","6","6","6","77","54",0.712
12653,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","5","69","52",0.242
7288,"General population","100%-199% FPL","7 Strongly agree","5","6","45","51",-1.215
9781,"General population","200%+ FPL","3","3","3","42","30",-0.909
10980,"General population","100%-199% FPL","7 Strongly agree","5","7 Strongly agree","29","43",-0.188
11557,"General population","200%+ FPL","6","6","6","61","53",-0.188
8199,"General population","200%+ FPL","6","6","6","68","58",1.267
12126,"General population","200%+ FPL","7 Strongly agree","4","4","48","44",-0.188
9288,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","61","44",0.242
12197,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","63","55",0.712
8404,"General population","100%-199% FPL","5","5","6","58","59",0.242
13933,"Age 62+ oversample","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","70","57",-0.909
10631,"General population","200%+ FPL","6","7 Strongly agree","6","69","46",-0.188
9048,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","65","60",-0.188
8598,"Age 62+ oversample","200%+ FPL","6","6","6","47","47",-0.188
13078,"Age 62+ oversample","100%-199% FPL","6","6","6","67","53",1.267
9782,"General population","200%+ FPL","6","6","6","57","53",-1.215
10440,"General population","200%+ FPL","5","5","5","67","51",0.712
10003,"General population","200%+ FPL","5","5","6","52","50",0.242
13331,"General population","200%+ FPL","6","6","5","62","52",0.712
10441,"General population","200%+ FPL","3","5","7 Strongly agree","31","43",-0.57
7339,"General population","200%+ FPL","5","4","5","56","53",-1.485
10442,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","56","53",0.712
12539,"Age 62+ oversample","200%+ FPL","7 Strongly agree","7 Strongly agree","5","90","51",0.712
13294,"General population","200%+ FPL","6","6","6","55","44",0.242
10981,"General population","200%+ FPL","5","6","7 Strongly agree","67","52",0.242
10443,"General population","200%+ FPL","6","3","5","50","44",-0.909
9783,"General population","200%+ FPL","6","6","6","61","60",0.242
12979,"General population","200%+ FPL","4","4","2","38","43",0.242
11425,"General population","100%-199% FPL","6","7 Strongly agree","7 Strongly agree","60","56",-0.909
14070,"General population","200%+ FPL","5","4","5","51","54",1.267
9049,"Age 62+ oversample","200%+ FPL","5","6","6","66","52",1.267
14238,"Age 62+ oversample","200%+ FPL","7 Strongly agree","6","5","64","63",0.242
8051,"General population","200%+ FPL","3","3","7 Strongly agree","14","49",-0.188
10444,"General population","<100% FPL","5","7 Strongly agree","7 Strongly agree","52","82",-1.215
11558,"General population","200%+ FPL","5","5","5","52","46",-0.188
7243,"General population","200%+ FPL","4","4","4","45","42",-1.713
8052,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","53","75",-1.215
9050,"General population","200%+ FPL","6","5","4","37","76",-1.9
9784,"General population","200%+ FPL","5","5","7 Strongly agree","57","81",-0.188
9785,"General population","100%-199% FPL","4","4","5","53","46",-0.909
7779,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","54","42",-0.909
13686,"Age 62+ oversample","200%+ FPL","6","6","6","63","54",0.712
12198,"General population","200%+ FPL","5","6","7 Strongly agree","86","85",1.267
8405,"General population","200%+ FPL","2","3","2","55","43",0.242
9289,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","4","72","54",0.712
13530,"General population","200%+ FPL","4","4","5","44","45",0.242
11279,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","49","39",0.242
10004,"General population","200%+ FPL","3","3","5","28","68",0.242
14243,"General population","<100% FPL","7 Strongly agree","7 Strongly agree","4","79","47",-0.57
14064,"Age 62+ oversample","100%-199% FPL","6","4","4","34","39",-0.57
8819,"General population","200%+ FPL","6","6","6","60","70",0.712
10005,"General population","200%+ FPL","4","5","5","50","55",-0.188
11559,"Age 62+ oversample","100%-199% FPL","5","5","5","52","39",-0.57
12725,"General population","200%+ FPL","5","3","3","56","41",-0.57
7901,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","56","58",-1.215
10982,"Age 62+ oversample","200%+ FPL","5","3","4","52","44",-0.188
14362,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","76","57",1.267
13850,"Age 62+ oversample","100%-199% FPL","5","5","4","52","54",-0.57
10239,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","Refused","81","66",1.267
12050,"General population","200%+ FPL","3","3","3","72","49",0.712
10983,"General population","200%+ FPL","5","7 Strongly agree","7 Strongly agree","65","61",-0.57
9051,"General population","200%+ FPL","5","5","6","64","54",0.712
11280,"General population","200%+ FPL","3","4","3","45","52",0.712
14275,"General population","200%+ FPL","5","5","5","57","39",-0.57
9786,"Age 62+ oversample","100%-199% FPL","3","3","7 Strongly agree","49","45",-0.909
10445,"General population","<100% FPL","5","6","6","48","47",-0.57
7340,"General population","<100% FPL","5","5","4","42","41",-1.215
14225,"Age 62+ oversample","100%-199% FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","54","49",-0.188
10446,"General population","200%+ FPL","3","4","6","38","33",0.712
8200,"Age 62+ oversample","200%+ FPL","5","5","6","58","44",-0.188
12726,"General population","200%+ FPL","2","6","2","44","50",-0.188
10984,"General population","<100% FPL","7 Strongly agree","6","5","56","59",-0.909
14193,"General population","200%+ FPL","6","6","6","58","57",1.267
7244,"General population","200%+ FPL","4","1 Strongly disagree","4","47","45",-1.485
8201,"General population","200%+ FPL","5","5","5","54","43",-0.909
12487,"General population","200%+ FPL","6","6","6","74","52",0.712
8406,"General population","200%+ FPL","3","4","3","49","48",-0.57
10632,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","70","65",0.242
12575,"Age 62+ oversample","200%+ FPL","5","4","5","54","47",0.242
7780,"General population","200%+ FPL","4","4","5","31","32",0.242
8202,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","77","85",1.267
13158,"Age 62+ oversample","200%+ FPL","6","5","7 Strongly agree","79","51",1.267
8407,"General population","200%+ FPL","5","7 Strongly agree","5","51","53",-1.215
12540,"Age 62+ oversample","200%+ FPL","6","2","6","54","59",0.242
7902,"General population","<100% FPL","4","7 Strongly agree","7 Strongly agree","34","45",-1.485
9290,"General population","200%+ FPL","6","6","6","48","56",0.242
9787,"General population","200%+ FPL","1 Strongly disagree","1 Strongly disagree","1 Strongly disagree","24","24",-0.188
10633,"Age 62+ oversample","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","85","85",0.712
9788,"General population","200%+ FPL","6","5","5","66","51",0.242
11968,"Age 62+ oversample","<100% FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","61","8",-1.485
8408,"General population","100%-199% FPL","4","5","7 Strongly agree","49","42",-0.57
8599,"Age 62+ oversample","200%+ FPL","6","6","6","89","52",-0.57
10447,"General population","<100% FPL","1 Strongly disagree","5","7 Strongly agree","14","60",-1.485
12878,"Age 62+ oversample","200%+ FPL","7 Strongly agree","7 Strongly agree","5","52","52",1.267
7903,"General population","200%+ FPL","6","6","6","56","50",0.242
12541,"General population","200%+ FPL","6","6","6","52","64",-0.188
8820,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","59","55",0.712
10240,"Age 62+ oversample","200%+ FPL","6","6","5","76","67",-0.909
11144,"General population","200%+ FPL","6","7 Strongly agree","7 Strongly agree","68","48",0.242
11145,"General population","100%-199% FPL","4","1 Strongly disagree","1 Strongly disagree","49","54",-0.188
13152,"General population","200%+ FPL","6","6","4","85","43",-0.188
9053,"General population","200%+ FPL","5","7 Strongly agree","7 Strongly agree","60","42",-0.188
8821,"General population","200%+ FPL","6","6","5","67","48",0.242
14355,"Age 62+ oversample","200%+ FPL","6","5","6","61","45",0.712
10241,"General population","200%+ FPL","4","4","4","50","34",0.242
11560,"General population","200%+ FPL","7 Strongly agree","6","6","68","47",0.712
11561,"General population","200%+ FPL","4","4","3","60","41",0.242
10448,"General population","200%+ FPL","4","5","6","32","30",-0.188
10634,"General population","200%+ FPL","3","2","4","37","50",-0.57
8410,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","59","58",-0.57
10006,"General population","200%+ FPL","5","5","6","47","38",0.242
13370,"General population","<100% FPL","6","6","6","59","58",-0.909
11969,"General population","100%-199% FPL","6","7 Strongly agree","6","57","48",-0.57
13717,"General population","200%+ FPL","7 Strongly agree","6","5","52","47",0.712
13059,"General population","200%+ FPL","7 Strongly agree","5","Refused","82","49",-0.909
11282,"General population","200%+ FPL","6","5","3","60","55",1.267
8411,"General population","200%+ FPL","6","6","6","68","41",0.242
13253,"General population","200%+ FPL","6","6","6","78","56",0.712
8600,"General population","100%-199% FPL","6","5","7 Strongly agree","46","56",0.712
10985,"Age 62+ oversample","200%+ FPL","7 Strongly agree","6","5","64","52",0.712
10635,"General population","200%+ FPL","5","6","5","59","47",-0.57
7904,"General population","100%-199% FPL","4","5","7 Strongly agree","39","31",-0.188
12383,"General population","<100% FPL","1 Strongly disagree","3","5","34","33",-1.215
12542,"General population","200%+ FPL","5","5","4","39","34",-0.188
8822,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","1 Strongly disagree","63","45",0.242
11426,"General population","200%+ FPL","7 Strongly agree","5","7 Strongly agree","53","42",0.242
11970,"General population","200%+ FPL","6","6","6","46","58",0.242
10636,"General population","<100% FPL","5","6","7 Strongly agree","53","50",-0.188
12384,"General population","200%+ FPL","6","5","7 Strongly agree","79","65",0.712
10449,"General population","200%+ FPL","5","5","6","47","43",1.267
12051,"General population","200%+ FPL","7 Strongly agree","5","5","71","63",-0.188
8205,"General population","200%+ FPL","2","3","3","53","30",-0.909
13123,"General population","100%-199% FPL","7 Strongly agree","6","6","61","53",-0.188
9789,"General population","100%-199% FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","55","42",0.242
7905,"General population","200%+ FPL","4","4","5","47","46",0.242
10242,"General population","200%+ FPL","6","6","6","63","53",0.712
9291,"General population","200%+ FPL","5","6","7 Strongly agree","46","40",1.267
10986,"General population","200%+ FPL","5","5","6","50","45",-0.188
9292,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","70","47",1.267
10450,"General population","200%+ FPL","7 Strongly agree","4","7 Strongly agree","64","58",-0.188
